Year,CountryCode,HostCity,HostCountry,HostCountryCode,Awarded.Gold,Awarded.Silver,Awarded.Bronze,Awarded.Total,Population,GDPpC,pre_host2,pre_host,Host,post_host,post_host2,gold_pre1,med_pre1,gold_pre2,med_pre2,gold_pre3,med_pre3,TotalEntries,GoldMedals,SilverMedals,BronzeMedals,TotalMedals
1996,AHO,Atlanta,USA,USA,271,273,298,842,NA,NA,N,N,N,N,N,0,0,0,1,0,0,7,0,0,0,0
1996,ALB,Atlanta,USA,USA,271,273,298,842,3.106735945,3619.52241486684,N,N,N,N,N,0,0,NA,NA,NA,NA,9,0,0,0,0
1996,ALG,Atlanta,USA,USA,271,273,298,842,28.90429878,7035.57058926859,N,N,N,N,N,1,2,0,0,0,2,32,2,0,1,3
1996,AND,Atlanta,USA,USA,271,273,298,842,0.06385,18465.1527016445,N,N,N,N,N,0,0,0,0,0,0,7,0,0,0,0
1996,ANG,Atlanta,USA,USA,271,273,298,842,14.26899433,2342.6110037567,N,N,N,N,N,0,0,0,0,NA,NA,8,0,0,0,0
1996,ANT,Atlanta,USA,USA,271,273,298,842,0.073619001,12133.9959992122,N,N,N,N,N,0,0,0,0,0,0,9,0,0,0,0
1996,ARG,Atlanta,USA,USA,271,273,298,842,34.99481583,10912.5699319333,N,N,N,N,N,0,1,0,2,0,0,117,0,2,1,3
1996,ARM,Atlanta,USA,USA,271,273,298,842,3.2173419,2712.20895609509,N,N,N,N,N,NA,NA,NA,NA,NA,NA,38,1,1,0,2
1996,ARU,Atlanta,USA,USA,271,273,298,842,0.080324002,43330.8930747748,N,N,N,N,N,0,0,0,0,NA,NA,3,0,0,0,0
1996,ASA,Atlanta,USA,USA,271,273,298,842,0.053161,NA,N,N,N,N,N,0,0,0,0,NA,NA,6,0,0,0,0
1996,AUS,Atlanta,USA,USA,271,273,298,842,18.07674217,30113.6120037939,N,N,N,Y,N,7,27,3,14,4,24,332,9,9,23,41
1996,AUT,Atlanta,USA,USA,271,273,298,842,7.990120888,30071.4337076999,N,N,N,N,N,0,2,1,1,1,3,73,0,1,2,3
1996,AZE,Atlanta,USA,USA,271,273,298,842,7.775425911,2289.27496625207,N,N,N,N,N,NA,NA,NA,NA,NA,NA,24,0,1,0,1
1996,BAH,Atlanta,USA,USA,271,273,298,842,0.280149996,23629.5378744178,N,N,N,N,N,0,1,0,0,0,0,22,0,1,0,1
1996,BAN,Atlanta,USA,USA,271,273,298,842,118.706871,1450.09100273564,N,N,N,N,N,0,0,0,0,0,0,4,0,0,0,0
1996,BAR,Atlanta,USA,USA,271,273,298,842,0.264959008,19333.083436816,N,N,N,N,N,0,0,0,0,0,0,22,0,0,0,0
1996,BDI,Atlanta,USA,USA,271,273,298,842,5.962058067,693.697085557084,N,N,N,N,N,NA,NA,NA,NA,NA,NA,7,1,0,0,1
1996,BEL,Atlanta,USA,USA,271,273,298,842,10.18630505,28083.8002490412,N,N,N,N,N,0,3,0,2,1,4,73,2,2,2,6
1996,BEN,Atlanta,USA,USA,271,273,298,842,5.905558109,1150.76394043827,N,N,N,N,N,0,0,0,0,0,0,4,0,0,0,0
1996,BER,Atlanta,USA,USA,271,273,298,842,0.062696002,31282.673877674,N,N,N,N,N,0,0,0,0,0,0,9,0,0,0,0
1996,BHU,Atlanta,USA,USA,271,273,298,842,0.514877021,3183.69173636125,N,N,N,N,N,0,0,0,0,0,0,2,0,0,0,0
1996,BIH,Atlanta,USA,USA,271,273,298,842,3.843712091,1811.57820725028,N,N,N,N,N,0,0,NA,NA,NA,NA,12,0,0,0,0
1996,BIZ,Atlanta,USA,USA,271,273,298,842,0.206963003,7453.34611809822,N,N,N,N,N,0,0,0,0,0,0,5,0,0,0,0
1996,BLR,Atlanta,USA,USA,271,273,298,842,10.14230824,7620.79974015856,N,N,N,N,N,NA,NA,NA,NA,NA,NA,217,1,6,8,15
1996,BOL,Atlanta,USA,USA,271,273,298,842,7.56671381,2840.40338642066,N,N,N,N,N,0,0,0,0,0,0,9,0,0,0,0
1996,BOT,Atlanta,USA,USA,271,273,298,842,1.569093943,7064.44466849873,N,N,N,N,N,0,0,0,0,0,0,4,0,0,0,0
1996,BRA,Atlanta,USA,USA,271,273,298,842,162.2966156,8543.29891522396,N,N,N,N,N,2,3,1,6,1,8,127,3,3,9,15
1996,BRN,Atlanta,USA,USA,271,273,298,842,0.563699007,16560.2735681243,N,N,N,N,N,0,0,0,0,0,0,3,0,0,0,0
1996,BRU,Atlanta,USA,USA,271,273,298,842,0.297192007,39295.1092389238,N,N,N,N,N,NA,NA,NA,NA,NA,NA,1,0,0,0,0
1996,BUL,Atlanta,USA,USA,271,273,298,842,8.379179955,8125.19379051813,N,N,N,N,N,3,16,10,35,NA,NA,143,3,7,5,15
1996,BUR,Atlanta,USA,USA,271,273,298,842,10.08987808,879.415803803251,N,N,N,N,N,0,0,0,0,NA,NA,5,0,0,0,0
1996,CAF,Atlanta,USA,USA,271,273,298,842,3.352766991,1021.09166285335,N,N,N,N,N,0,0,0,0,0,0,5,0,0,0,0
1996,CAM,Atlanta,USA,USA,271,273,298,842,10.65355778,1180.23402788547,N,N,N,N,N,NA,NA,NA,NA,NA,NA,5,0,0,0,0
1996,CAN,Atlanta,USA,USA,271,273,298,842,29.3300724,32066.2138904233,N,N,N,N,N,7,18,3,10,10,44,273,3,11,8,22
1996,CAY,Atlanta,USA,USA,271,273,298,842,0.031672001,57231.5495632878,N,N,N,N,N,0,0,0,0,0,0,7,0,0,0,0
1996,CGO,Atlanta,USA,USA,271,273,298,842,2.799254894,1479.91617586505,N,N,N,N,N,0,0,0,0,0,0,5,0,0,0,0
1996,CHA,Atlanta,USA,USA,271,273,298,842,7.000721931,1060.10000184937,N,N,N,N,N,0,0,0,0,0,0,4,0,0,0,0
1996,CHI,Atlanta,USA,USA,271,273,298,842,14.29661274,11158.5117958507,N,N,N,N,N,0,0,0,1,0,0,18,0,0,0,0
1996,CHN,Atlanta,USA,USA,271,273,298,842,1239.940063,3424.92522559939,N,N,N,N,N,16,54,5,28,15,32,295,16,22,12,50
1996,CIV,Atlanta,USA,USA,271,273,298,842,14.54082012,2389.28262802827,N,N,N,N,N,0,0,0,0,0,1,9,0,0,0,0
1996,CMR,Atlanta,USA,USA,271,273,298,842,13.46099377,2302.26736372674,N,N,N,N,N,0,0,0,0,0,1,13,0,0,0,0
1996,COD,Atlanta,USA,USA,271,273,298,842,41.59574509,758.458595265903,N,N,N,N,N,0,0,0,0,0,0,3,0,0,0,0
1996,COK,Atlanta,USA,USA,271,273,298,842,0.019097,NA,N,N,N,N,N,0,0,0,0,NA,NA,3,0,0,0,0
1996,COL,Atlanta,USA,USA,271,273,298,842,37.44197845,7604.22473882386,N,N,N,N,N,0,1,0,1,0,1,56,0,0,0,0
1996,COM,Atlanta,USA,USA,271,273,298,842,0.475394011,3146.14619324685,N,N,N,N,N,NA,NA,NA,NA,NA,NA,4,0,0,0,0
1996,CPV,Atlanta,USA,USA,271,273,298,842,0.389126986,2414.93811560013,N,N,N,N,N,NA,NA,NA,NA,NA,NA,3,0,0,0,0
1996,CRC,Atlanta,USA,USA,271,273,298,842,3.510926008,8860.11133220099,N,N,N,N,N,0,0,0,1,0,0,13,1,0,0,1
1996,CRO,Atlanta,USA,USA,271,273,298,842,4.616763115,9262.60855599476,N,N,N,N,N,0,3,NA,NA,NA,NA,59,1,1,0,2
1996,CUB,Atlanta,USA,USA,271,273,298,842,10.89,2794.30670339761,N,N,N,N,N,14,31,NA,NA,NA,NA,108,9,8,8,25
1996,CYP,Atlanta,USA,USA,271,273,298,842,0.650699973,23219.1783877637,N,N,N,N,N,0,0,0,0,0,0,20,0,0,0,0
1996,CZE,Atlanta,USA,USA,271,273,298,842,10.35845566,19831.1822382218,N,N,N,N,N,NA,NA,NA,NA,NA,NA,141,4,3,4,11
1996,DEN,Atlanta,USA,USA,271,273,298,842,5.232704163,28257.5960715553,N,N,N,N,N,1,6,2,4,0,6,84,4,1,1,6
1996,DJI,Atlanta,USA,USA,271,273,298,842,0.630388021,2677.70385186301,N,N,N,N,N,0,0,0,1,0,0,5,0,0,0,0
1996,DMA,Atlanta,USA,USA,271,273,298,842,0.071368001,8335.86044115205,N,N,N,N,N,NA,NA,NA,NA,NA,NA,6,0,0,0,0
1996,DOM,Atlanta,USA,USA,271,273,298,842,7.892423153,5675.64126145125,N,N,N,N,N,0,0,0,0,0,1,16,0,0,0,0
1996,ECU,Atlanta,USA,USA,271,273,298,842,11.44058323,5182.49297243214,N,N,N,N,N,0,0,0,0,0,0,21,1,0,0,1
1996,EGY,Atlanta,USA,USA,271,273,298,842,63.71438599,3657.96337795015,N,N,N,N,N,0,0,0,0,0,1,18,0,0,0,0
1996,ESA,Atlanta,USA,USA,271,273,298,842,5.611114979,3546.68466864079,N,N,N,N,N,0,0,0,0,0,0,10,0,0,0,0
1996,ESP,Atlanta,USA,USA,271,273,298,842,39.89049911,20313.7578014626,N,Y,N,N,N,13,22,1,4,1,5,248,5,6,6,17
1996,EST,Atlanta,USA,USA,271,273,298,842,1.433024049,9409.89747479109,N,N,N,N,N,1,2,NA,NA,NA,NA,46,0,0,0,0
1996,ETH,Atlanta,USA,USA,271,273,298,842,57.3098793,560.816947314701,N,N,N,N,N,1,3,NA,NA,NA,NA,19,2,0,1,3
1996,FIJ,Atlanta,USA,USA,271,273,298,842,0.775497973,5883.31269564776,N,N,N,N,N,0,0,0,0,0,0,14,0,0,0,0
1996,FIN,Atlanta,USA,USA,271,273,298,842,5.119005203,24622.0782948479,N,N,N,N,N,1,5,1,4,4,12,89,1,2,1,4
1996,FRA,Atlanta,USA,USA,271,273,298,842,59.94758224,25762.373431793,N,N,N,N,N,8,29,6,16,5,28,319,15,7,15,37
1996,GAB,Atlanta,USA,USA,271,273,298,842,1.086137056,8654.63621011012,N,N,N,N,N,0,0,0,0,0,0,6,0,0,0,0
1996,GAM,Atlanta,USA,USA,271,273,298,842,1.066223025,2503.69734418369,N,N,N,N,N,0,0,0,0,0,0,6,0,0,0,0
1996,GBR,Atlanta,USA,USA,271,273,298,842,57.97832108,25831.6142499792,N,N,N,N,N,5,20,5,24,5,37,267,1,8,6,15
1996,GBS,Atlanta,USA,USA,271,273,298,842,1.137122035,1453.38782481689,N,N,N,N,N,NA,NA,NA,NA,NA,NA,3,0,0,0,0
1996,GEO,Atlanta,USA,USA,271,273,298,842,5.020061016,2527.44550704879,N,N,N,N,N,NA,NA,NA,NA,NA,NA,41,0,0,2,2
1996,GEQ,Atlanta,USA,USA,271,273,298,842,0.504871011,1556.560924826,N,N,N,N,N,0,0,0,0,0,0,5,0,0,0,0
1996,GER,Atlanta,USA,USA,271,273,298,842,81.24060059,29964.7926322648,N,N,N,N,N,33,82,NA,NA,NA,NA,394,20,18,27,65
1996,GHA,Atlanta,USA,USA,271,273,298,842,16.76046753,2616.27080518559,N,N,N,N,N,0,1,0,0,0,0,17,0,0,0,0
1996,GRE,Atlanta,USA,USA,271,273,298,842,10.78937531,18972.8373161949,N,N,N,N,Y,2,2,0,1,0,2,137,4,4,0,8
1996,GRN,Atlanta,USA,USA,271,273,298,842,0.100254998,5678.76998212099,N,N,N,N,N,0,0,0,0,0,0,2,0,0,0,0
1996,GUA,Atlanta,USA,USA,271,273,298,842,10.40848923,4215.44764474911,N,N,N,N,N,0,0,0,0,0,0,28,0,0,0,0
1996,GUI,Atlanta,USA,USA,271,273,298,842,7.871172905,2837.20273325644,N,N,N,N,N,0,0,0,0,0,0,5,0,0,0,0
1996,GUM,Atlanta,USA,USA,271,273,298,842,0.145561,NA,N,N,N,N,N,0,0,0,0,NA,NA,9,0,0,0,0
1996,GUY,Atlanta,USA,USA,271,273,298,842,0.761291,816.507748022767,N,N,N,N,N,0,0,0,0,0,0,6,0,0,0,0
1996,HAI,Atlanta,USA,USA,271,273,298,842,7.819806099,1223.46471445417,N,N,N,N,N,0,0,0,0,0,0,7,0,0,0,0
1996,HKG,Atlanta,USA,USA,271,273,298,842,6.140100956,31325.7649635297,N,N,N,N,N,0,0,0,0,0,0,26,1,0,0,1
1996,HON,Atlanta,USA,USA,271,273,298,842,5.709051132,3052.0679719146,N,N,N,N,N,0,0,0,0,0,0,7,0,0,0,0
1996,HUN,Atlanta,USA,USA,271,273,298,842,10.34983826,13300.703019875,N,N,N,N,N,11,30,11,23,NA,NA,226,7,4,10,21
1996,INA,Atlanta,USA,USA,271,273,298,842,197.8292999,4292.00389138111,N,N,N,N,N,2,5,0,1,0,0,33,1,1,2,4
1996,IND,Atlanta,USA,USA,271,273,298,842,960.4827881,1560.44675507913,N,N,N,N,N,0,0,0,0,0,0,33,0,0,1,1
1996,IRI,Atlanta,USA,USA,271,273,298,842,60.57564545,5036.14165451703,N,N,N,N,N,0,3,0,1,NA,NA,18,1,1,1,3
1996,IRL,Atlanta,USA,USA,271,273,298,842,3.651545048,23428.9480905782,N,N,N,N,N,1,2,0,0,0,1,82,3,0,1,4
1996,IRQ,Atlanta,USA,USA,271,273,298,842,20.20838737,1999.99201024817,N,N,N,N,N,0,0,0,0,0,0,3,0,0,0,0
1996,ISL,Atlanta,USA,USA,271,273,298,842,0.267628998,29273.0275625812,N,N,N,N,N,0,0,0,0,0,1,15,0,0,0,0
1996,ISR,Atlanta,USA,USA,271,273,298,842,5.333718777,27008.9875044044,N,N,N,N,N,0,2,0,0,0,0,31,0,0,1,1
1996,ISV,Atlanta,USA,USA,271,273,298,842,0.107818,NA,N,N,N,N,N,0,0,0,1,0,0,11,0,0,0,0
1996,ITA,Atlanta,USA,USA,271,273,298,842,57.2551918,28320.1217046661,N,N,N,N,N,6,19,6,14,14,32,292,13,10,12,35
1996,IVB,Atlanta,USA,USA,271,273,298,842,0.018426999,27557.7438626876,N,N,N,N,N,0,0,0,0,0,0,5,0,0,0,0
1996,JAM,Atlanta,USA,USA,271,273,298,842,2.537440062,5330.92410440551,N,N,N,N,N,0,4,0,2,0,3,49,1,3,2,6
1996,JOR,Atlanta,USA,USA,271,273,298,842,4.57290411,3312.71425020106,N,N,N,N,N,0,0,0,0,0,0,5,0,0,0,0
1996,JPN,Atlanta,USA,USA,271,273,298,842,126.3754654,31912.3631888124,N,N,N,N,N,3,22,4,14,10,32,289,3,6,5,14
1996,KAZ,Atlanta,USA,USA,271,273,298,842,16.03495598,5886.99337919854,N,N,N,N,N,NA,NA,NA,NA,NA,NA,125,3,4,4,11
1996,KEN,Atlanta,USA,USA,271,273,298,842,27.34645653,2096.62690107953,N,N,N,N,N,2,8,5,9,1,3,50,1,4,3,8
1996,KGZ,Atlanta,USA,USA,271,273,298,842,4.566086769,2958.66379975926,N,N,N,N,N,NA,NA,NA,NA,NA,NA,39,0,0,0,0
1996,KOR,Atlanta,USA,USA,271,273,298,842,45.29861069,20014.5583648142,Y,N,N,N,N,12,29,12,33,6,19,242,7,15,5,27
1996,KSA,Atlanta,USA,USA,271,273,298,842,18.73584175,17114.0662788743,N,N,N,N,N,0,0,0,0,0,0,15,0,0,0,0
1996,KUW,Atlanta,USA,USA,271,273,298,842,1.610651016,42295.4751359993,N,N,N,N,N,0,0,0,0,0,0,16,0,0,0,0
1996,LAO,Atlanta,USA,USA,271,273,298,842,4.851922989,1369.56077684357,N,N,N,N,N,0,0,0,0,NA,NA,2,0,0,0,0
1996,LAT,Atlanta,USA,USA,271,273,298,842,2.508472919,8205.33060337177,N,N,N,N,N,0,3,NA,NA,NA,NA,53,0,1,0,1
1996,LBA,Atlanta,USA,USA,271,273,298,842,4.949,5160.63851283087,N,N,N,N,N,0,0,0,0,NA,NA,5,0,0,0,0
1996,LBR,Atlanta,USA,USA,271,273,298,842,2.073482037,241.226847387441,N,N,N,N,N,NA,NA,0,0,0,0,4,0,0,0,0
1996,LCA,Atlanta,USA,USA,271,273,298,842,0.147044003,7699.56712209474,N,N,N,N,N,NA,NA,NA,NA,NA,NA,5,0,0,0,0
1996,LES,Atlanta,USA,USA,271,273,298,842,1.761358976,1654.33507292042,N,N,N,N,N,0,0,0,0,0,0,5,0,0,0,0
1996,LIB,Atlanta,USA,USA,271,273,298,842,3.528,3321.99546485261,N,N,N,N,N,0,0,0,0,0,0,1,0,0,0,0
1996,LIE,Atlanta,USA,USA,271,273,298,842,0.0308,78831.1688311688,N,N,N,N,N,0,0,0,0,0,0,2,0,0,0,0
1996,LTU,Atlanta,USA,USA,271,273,298,842,3.626601934,8365.70610509138,N,N,N,N,N,1,2,NA,NA,NA,NA,62,0,0,1,1
1996,LUX,Atlanta,USA,USA,271,273,298,842,0.408149004,50686.8876984936,N,N,N,N,N,0,0,0,0,0,0,7,0,0,0,0
1996,MAD,Atlanta,USA,USA,271,273,298,842,13.47539997,1065.62047449193,N,N,N,N,N,0,0,NA,NA,0,0,10,0,0,0,0
1996,MAR,Atlanta,USA,USA,271,273,298,842,27.07523155,4620.97386938137,N,N,N,N,N,1,3,1,3,2,2,38,0,0,2,2
1996,MAS,Atlanta,USA,USA,271,273,298,842,20.49559784,11717.204410174,N,N,N,N,N,0,1,0,0,0,0,23,0,1,1,2
1996,MAW,Atlanta,USA,USA,271,273,298,842,9.909088135,1059.37058354765,N,N,N,N,N,0,0,0,0,0,0,2,0,0,0,0
1996,MDA,Atlanta,USA,USA,271,273,298,842,4.339081764,2683.55173359669,N,N,N,N,N,NA,NA,NA,NA,NA,NA,48,0,1,1,2
1996,MDV,Atlanta,USA,USA,271,273,298,842,0.254081994,5508.94749747595,N,N,N,N,N,0,0,0,0,NA,NA,6,0,0,0,0
1996,MEX,Atlanta,USA,USA,271,273,298,842,94.045578,10873.5269296766,N,N,N,N,N,0,1,0,2,2,6,79,0,0,1,1
1996,MGL,Atlanta,USA,USA,271,273,298,842,2.29803896,2537.23018212015,N,N,N,N,N,0,2,0,1,NA,NA,18,0,0,1,1
1996,MKD,Atlanta,USA,USA,271,273,298,842,1.983252048,5646.05532175908,N,N,N,N,N,NA,NA,NA,NA,NA,NA,16,0,0,0,0
1996,MLI,Atlanta,USA,USA,271,273,298,842,9.604450226,876.981157359584,N,N,N,N,N,0,0,0,0,0,0,4,0,0,0,0
1996,MLT,Atlanta,USA,USA,271,273,298,842,0.380304992,16547.7511875521,N,N,N,N,N,0,0,0,0,0,0,10,0,0,0,0
1996,MON,Atlanta,USA,USA,271,273,298,842,0.030716,101901.289230369,N,N,N,N,N,0,0,0,0,0,0,4,0,0,0,0
1996,MOZ,Atlanta,USA,USA,271,273,298,842,15.75913239,426.594411838684,N,N,N,N,N,0,0,0,0,0,0,3,0,0,1,1
1996,MRI,Atlanta,USA,USA,271,273,298,842,1.128672957,12961.216550172,N,N,N,N,N,0,0,0,0,0,0,26,0,0,0,0
1996,MTN,Atlanta,USA,USA,271,273,298,842,2.327075005,2023.94594625453,N,N,N,N,N,0,0,0,0,0,0,4,0,0,0,0
1996,MYA,Atlanta,USA,USA,271,273,298,842,43.23779297,957.118135255274,N,N,N,N,N,0,0,0,0,0,0,3,0,0,0,0
1996,NAM,Atlanta,USA,USA,271,273,298,842,1.65535903,4865.12306094709,N,N,N,N,N,0,2,NA,NA,NA,NA,10,0,2,0,2
1996,NCA,Atlanta,USA,USA,271,273,298,842,4.612227917,3068.75550269993,N,N,N,N,N,0,0,NA,NA,0,0,9,0,0,0,0
1996,NED,Atlanta,USA,USA,271,273,298,842,15.46785069,29445.6795664867,N,N,N,N,N,2,15,2,9,5,13,124,4,5,10,19
1996,NEP,Atlanta,USA,USA,271,273,298,842,21.39638329,1228.33405504954,N,N,N,N,N,0,0,0,0,0,0,6,0,0,0,0
1996,NGR,Atlanta,USA,USA,271,273,298,842,108.011467,415.477732378174,N,N,N,N,N,0,4,0,0,0,2,54,2,1,3,6
1996,NIG,Atlanta,USA,USA,271,273,298,842,9.477333069,753.482116225074,N,N,N,N,N,0,0,0,0,0,0,3,0,0,0,0
1996,NOR,Atlanta,USA,USA,271,273,298,842,4.366994858,30007.1572926043,N,N,N,N,N,2,7,2,5,0,3,73,2,2,3,7
1996,NRU,Atlanta,USA,USA,271,273,298,842,0.010628,NA,N,N,N,N,N,NA,NA,NA,NA,NA,NA,3,0,0,0,0
1996,NZL,Atlanta,USA,USA,271,273,298,842,3.674936056,23947.9018053423,N,N,N,N,N,1,10,3,13,8,11,94,3,2,1,6
1996,OMA,Atlanta,USA,USA,271,273,298,842,2.204282999,10199.0425821907,N,N,N,N,N,0,0,0,0,0,0,5,0,0,0,0
1996,PAK,Atlanta,USA,USA,271,273,298,842,122.8291473,2618.92541038588,N,N,N,N,N,0,1,0,1,1,1,9,0,0,0,0
1996,PAN,Atlanta,USA,USA,271,273,298,842,2.739729881,7293.92161562514,N,N,N,N,N,0,0,0,0,0,0,9,0,0,0,0
1996,PAR,Atlanta,USA,USA,271,273,298,842,4.760849953,3988.32079722131,N,N,N,N,N,0,0,0,0,0,0,7,0,0,0,0
1996,PER,Atlanta,USA,USA,271,273,298,842,24.03875923,4707.05255697176,N,N,N,N,N,0,1,0,1,0,1,23,0,0,0,0
1996,PHI,Atlanta,USA,USA,271,273,298,842,69.83571625,4377.09363079669,N,N,N,N,N,0,1,0,1,0,0,18,0,1,0,1
1996,PLE,Atlanta,USA,USA,271,273,298,842,2.617702007,3350.61854807983,N,N,N,N,N,NA,NA,NA,NA,NA,NA,1,0,0,0,0
1996,PNG,Atlanta,USA,USA,271,273,298,842,5.187,893.772893772894,N,N,N,N,N,0,0,0,0,0,0,11,0,0,0,0
1996,POL,Atlanta,USA,USA,271,273,298,842,38.4526329,10493.7531468749,N,N,N,N,N,3,19,2,16,NA,NA,157,7,5,5,17
1996,POR,Atlanta,USA,USA,271,273,298,842,10.14973545,17914.5571326197,N,N,N,N,N,0,0,1,1,1,3,98,1,0,1,2
1996,PRK,Atlanta,USA,USA,271,273,298,842,21.86,221.866422689844,N,N,N,N,N,4,9,NA,NA,NA,NA,33,2,1,2,5
1996,PUR,Atlanta,USA,USA,271,273,298,842,3.567696,11954.4938806445,N,N,N,N,N,0,1,0,0,0,2,60,0,0,1,1
1996,QAT,Atlanta,USA,USA,271,273,298,842,0.513454974,23020.4334333705,N,N,N,N,N,0,1,0,0,0,0,10,0,0,0,0
1996,ROU,Atlanta,USA,USA,271,273,298,842,22.96511078,7471.86957397294,N,N,N,N,N,4,18,7,24,20,53,209,4,7,9,20
1996,RSA,Atlanta,USA,USA,271,273,298,842,42.08816528,8260.51391613429,N,N,N,N,N,0,2,NA,NA,NA,NA,79,3,1,1,5
1996,RUS,Atlanta,USA,USA,271,273,298,842,148.2888336,9610.20607825457,N,N,N,N,N,NA,NA,NA,NA,NA,NA,384,26,21,16,63
1996,RWA,Atlanta,USA,USA,271,273,298,842,5.928078175,621.793343843682,N,N,N,N,N,0,0,0,0,0,0,4,0,0,0,0
1996,SAM,Atlanta,USA,USA,271,273,298,842,0.171165,1313.93684456519,N,N,N,N,N,0,0,0,0,0,0,5,0,0,0,0
1996,SCG,Atlanta,USA,USA,271,273,298,842,11.101833,NA,N,N,N,N,N,NA,NA,NA,NA,NA,NA,44,1,1,2,4
1996,SEN,Atlanta,USA,USA,271,273,298,842,8.746605873,2211.38927154675,N,N,N,N,N,0,0,0,1,0,0,9,0,0,0,0
1996,SEY,Atlanta,USA,USA,271,273,298,842,0.076702997,17785.0546309162,N,N,N,N,N,0,0,NA,NA,0,0,9,0,0,0,0
1996,SGP,Atlanta,USA,USA,271,273,298,842,3.478779078,28065.4880982356,N,N,N,N,N,0,0,0,0,0,0,28,0,0,0,0
1996,SKN,Atlanta,USA,USA,271,273,298,842,0.042890999,11959.912502854,N,N,N,N,N,NA,NA,NA,NA,NA,NA,5,0,0,0,0
1996,SLE,Atlanta,USA,USA,271,273,298,842,4.274818897,1627.15637681902,N,N,N,N,N,0,0,0,0,0,0,10,0,0,0,0
1996,SLO,Atlanta,USA,USA,271,273,298,842,1.991472006,19491.9652463345,N,N,N,N,N,0,2,NA,NA,NA,NA,39,0,2,0,2
1996,SMR,Atlanta,USA,USA,271,273,298,842,0.025928,NA,N,N,N,N,N,0,0,0,0,0,0,7,0,0,0,0
1996,SOL,Atlanta,USA,USA,271,273,298,842,0.359281,NA,N,N,N,N,N,0,0,0,0,0,0,4,0,0,0,0
1996,SOM,Atlanta,USA,USA,271,273,298,842,7.492,NA,N,N,N,N,N,NA,NA,0,0,0,0,4,0,0,0,0
1996,SRI,Atlanta,USA,USA,271,273,298,842,18.24712181,3791.2250507413,N,N,N,N,N,0,0,0,0,0,0,11,0,0,0,0
1996,STP,Atlanta,USA,USA,271,273,298,842,0.126453996,1465.01260901237,N,N,N,N,N,NA,NA,NA,NA,NA,NA,2,0,0,0,0
1996,SUD,Atlanta,USA,USA,271,273,298,842,24.10298538,1373.59443396883,N,N,N,N,N,0,0,0,0,0,0,4,0,0,0,0
1996,SUI,Atlanta,USA,USA,271,273,298,842,7.018525124,37769.6785031841,N,N,N,N,N,1,1,0,4,0,8,125,4,3,0,7
1996,SUR,Atlanta,USA,USA,271,273,298,842,0.443724006,5561.66987278123,N,N,N,N,N,0,1,1,1,0,0,11,0,0,0,0
1996,SVK,Atlanta,USA,USA,271,273,298,842,5.375470161,13761.5985735913,N,N,N,N,N,NA,NA,NA,NA,NA,NA,89,1,1,1,3
1996,SWE,Atlanta,USA,USA,271,273,298,842,8.836420059,28669.1062566653,N,N,N,N,N,1,12,0,11,2,19,142,2,4,2,8
1996,SWZ,Atlanta,USA,USA,271,273,298,842,0.960792005,7517.56455134116,N,N,N,N,N,0,0,0,0,0,0,6,0,0,0,0
1996,SYR,Atlanta,USA,USA,271,273,298,842,14.34549236,979.945030621452,N,N,N,N,N,0,0,0,0,0,1,8,1,0,0,1
1996,TAN,Atlanta,USA,USA,271,273,298,842,29.17077637,863.524419456512,N,N,N,N,N,0,0,0,0,0,0,7,0,0,0,0
1996,TGA,Atlanta,USA,USA,271,273,298,842,0.095976,2109.9024756189,N,N,N,N,N,0,0,0,0,0,0,5,0,1,0,1
1996,THA,Atlanta,USA,USA,271,273,298,842,59.49179077,7917.69902541799,N,N,N,N,N,0,1,0,1,0,1,46,1,0,1,2
1996,TJK,Atlanta,USA,USA,271,273,298,842,5.764711857,2005.81479644283,N,N,N,N,N,NA,NA,NA,NA,NA,NA,8,0,0,0,0
1996,TKM,Atlanta,USA,USA,271,273,298,842,4.207839966,5630.02080673712,N,N,N,N,N,NA,NA,NA,NA,NA,NA,7,0,0,0,0
1996,TOG,Atlanta,USA,USA,271,273,298,842,4.27402401,1278.97197610736,N,N,N,N,N,0,0,0,0,0,0,4,0,0,0,0
1996,TPE,Atlanta,USA,USA,271,273,298,842,21.26765251,25803.8116685404,N,N,N,N,N,0,1,0,0,0,1,74,0,1,0,1
1996,TTO,Atlanta,USA,USA,271,273,298,842,1.255000949,9555.04910936924,N,N,N,N,N,0,0,0,0,0,0,16,0,0,2,2
1996,TUN,Atlanta,USA,USA,271,273,298,842,9.113974571,7242.22399303422,N,N,N,N,N,0,0,0,0,0,0,25,0,0,1,1
1996,TUR,Atlanta,USA,USA,271,273,298,842,58.48638153,10543.6179563219,N,N,N,N,N,2,6,1,2,0,3,58,4,1,1,6
1996,UAE,Atlanta,USA,USA,271,273,298,842,2.448820114,77653.1811433823,N,N,N,N,N,0,0,0,0,0,0,4,0,0,0,0
1996,UGA,Atlanta,USA,USA,271,273,298,842,20.55029106,1026.84477404185,N,N,N,N,N,0,0,0,0,0,0,11,0,0,1,1
1996,UKR,Atlanta,USA,USA,271,273,298,842,50.9056778,5438.83277397399,N,N,N,N,N,NA,NA,NA,NA,NA,NA,257,9,2,12,23
1996,URU,Atlanta,USA,USA,271,273,298,842,3.224803925,11451.7173226276,N,N,N,N,N,0,0,0,0,0,0,15,0,0,0,0
